a2-16.txt		10/10		238.198		0.34		238.411		0.43		49.636	400
a2-20.txt		10/10		282.624		0.69		282.624		0.69		95.493	121
a2-24.txt		10/10		349.358		0.67		350.427		0.98		135.639	1701
a3-18.txt		10/10		238.726		0.8		    238.726		0.8		    64.098	145
a3-24.txt		10/10		275.185		0.14		275.185		0.14		104.603	739
a3-30.txt		10/10		414.979		0.4		    415.466		0.51		175.6	2482
a3-36.txt		10/10		487.829		1.05		490.099		1.52		238.657	4244
a4-16.txt		10/10		222.488		0		    222.488		0		    37.968	353
a4-24.txt		10/10		311.478		0.14		311.478		0.14		99.59	993
a4-32.txt		10/10		395.407		0.29		395.546		0.33		162.97	2160
a4-40.txt		10/10		457.84		0.88		458.089		0.94		266.195	2675
a4-48.txt		10/10		561.466		1.24		562.771		1.47		511.653	4008
a5-40.txt		10/10		415.624		0.27		416.626		0.51		280.849	3526
a5-50.txt		10/10		563.139		0.65		567.056		1.35		531.021	5202
