a2-16.txt		10/10		238.198		0.34		238.411		0.43		51.815	737
a2-20.txt		10/10		280.998		0.69		280.998		0.69		95.579	195
a2-24.txt		10/10		346.21		0		    346.21		0		    158.365	408
a3-18.txt		10/10		238.726		0.8		    238.726		0.8		    68.8	52
a3-24.txt		10/10		275.185		0.14		275.185		0.14		138.79	420
a3-30.txt		10/10		414.878		0.39		415.439		0.52		190.984	2812
a3-36.txt		10/10		483.862		0.56		485.285		0.86		269.821	3840
a4-16.txt		10/10		222.488		0		    222.488		0		    42.257	293
a4-24.txt		10/10		311.478		0.21		311.478		0.21		123.768	481
a4-32.txt		10/10		395.104		0.29		395.104		0.29		191.046	1451
a4-40.txt		10/10		457.84		0.88		458.105		0.94		278.714	2719
a4-48.txt		10/10		557.568		0.55		559.234		0.85		556.626	5609
a5-40.txt		10/10		415.624		0.27		417.027		0.61		311.242	3155
a5-50.txt		10/10		560.413		0.22		563.157		0.71		554.48	4306
